,word,confident_similarity
9032,waste,0.6068251729011536
30051,tricky,0.6068159937858582
31213,transition,0.6068024039268494
11640,intelligent,0.6067911982536316
3580,stay,0.6066989898681641
78406,decency,0.6066983342170715
2153,smart,0.6066789627075195
3961,building,0.6066763401031494
28426,entitle,0.6066057682037354
420,hope,0.6065402626991272
2572,public,0.606537938117981
58168,retain,0.6065333485603333
33498,surround,0.6065282225608826
42647,posse,0.6064741015434265
4234,whoever,0.6064712405204773
28068,guilt,0.6064630746841431
12479,fear,0.6063774228096008
12362,strategy,0.6063665151596069
2070,change,0.606343686580658
35255,optimism,0.6062749028205872
5655,blind,0.6062666177749634
890,lose,0.6062294840812683
2554,interest,0.6061971783638
22486,realistic,0.60614413022995
19984,concentrate,0.60609370470047
2254,child,0.606038510799408
11698,understood,0.6059946417808533
22981,unusual,0.6059777140617371
9211,sudden,0.6059759855270386
239,even,0.6059698462486267
5924,accord,0.6059389710426331
5883,response,0.6058931350708008
34984,punish,0.6058100461959839
12732,bold,0.6058092713356018
16644,accomplish,0.6057823896408081
10071,sadly,0.6057563424110413
7560,brave,0.6056948304176331
62767,dictate,0.6056235432624817
6467,usual,0.6056107878684998
2269,ask,0.6055992245674133
34470,accomplishment,0.6055463552474976
4083,force,0.6055128574371338
1208,fight,0.6054746508598328
39107,clarify,0.6053463220596313
3792,cross,0.605318009853363
9810,consider,0.605309784412384
14027,relevant,0.6052424311637878
5124,pray,0.6052274703979492
23202,tolerance,0.6051746606826782
4141,there,0.6050883531570435
18492,identity,0.604997992515564
3291,upset,0.6049836277961731
20710,discuss,0.6048392057418823
538,sure,0.6048079133033752
1326,kind,0.6047373414039612
19035,surround,0.6047086715698242
60229,inability,0.6046478152275085
28797,particularly,0.6046086549758911
14269,odds,0.6045785546302795
148,today,0.6045535206794739
315,everyone,0.6045111417770386
1113,wonder,0.6044872403144836
31595,sens,0.6044542789459229
22785,amaze,0.6043964624404907
30559,manner,0.6043635010719299
15357,forth,0.6042643785476685
27405,settle,0.6042048335075378
3749,impossible,0.6042037606239319
