,word,confident_similarity
817,ground,0.3466029167175293
7112,express,0.34656283259391785
3008,choose,0.34655818343162537
2158,raise,0.3465231955051422
233,iraq,0.34644588828086853
370,talk,0.3462260663509369
2411,urgent,0.3462243378162384
341,past,0.34619709849357605
1767,stand,0.34617531299591064
108,since,0.34614819288253784
4546,enormous,0.34613820910453796
3109,see,0.34610792994499207
3112,big,0.3460325598716736
5534,similarly,0.3459985554218292
3436,handle,0.34596163034439087
3603,intense,0.34593215584754944
3520,normally,0.34567418694496155
4198,think,0.34566065669059753
425,within,0.3456023931503296
205,foreign,0.3455520570278168
5827,urge,0.34552058577537537
4483,conclusion,0.3452388346195221
2532,reality,0.3452376127243042
5780,surprising,0.3451950252056122
6386,favorable,0.34515175223350525
1517,democracy,0.34506797790527344
2320,view,0.3450021743774414
5005,properly,0.3449675440788269
1129,break,0.3449648320674896
3082,nice,0.3449046015739441
1468,search,0.3447176516056061
4422,obtain,0.34466487169265747
2773,strongly,0.34465911984443665
58,first,0.34459033608436584
453,america,0.34449300169944763
337,company,0.34445732831954956
494,different,0.34442204236984253
4265,afford,0.3443947732448578
2715,remember,0.344272255897522
2795,begin,0.34415140748023987
4908,relevant,0.3440418243408203
4779,imagine,0.34399423003196716
844,management,0.34395089745521545
4372,succeed,0.34391868114471436
1233,move,0.34378141164779663
6712,disappointment,0.3435741364955902
2415,allows,0.34352627396583557
525,europe,0.3435250222682953
4151,potentially,0.343475341796875
8063,patience,0.34344127774238586
255,report,0.34337761998176575
1680,reduce,0.3432980179786682
1507,sound,0.343289852142334
7566,fear,0.34325888752937317
3041,discussion,0.34316423535346985
273,show,0.34315574169158936
