,word,anxious_similarity
3317,obviously,0.574512779712677
29335,immune,0.5744702219963074
5901,crowd,0.5744462609291077
2184,safe,0.574397623538971
57970,prevent,0.5743632912635803
46472,solely,0.574360728263855
2665,choose,0.5743487477302551
1665,miss,0.5743428468704224
68457,subconscious,0.574289083480835
34284,comprehend,0.5742294192314148
6475,fully,0.5741994380950928
77441,largely,0.5741530656814575
2261,treat,0.5741483569145203
25554,demand,0.5741456747055054
12788,specific,0.5741323232650757
13848,priority,0.5740811228752136
37584,survive,0.5740295648574829
15439,ironic,0.5739314556121826
29879,closely,0.5738343000411987
78406,decency,0.5738266706466675
31325,define,0.5738004446029663
36101,substance,0.5737638473510742
26088,tense,0.5737261176109314
190,never,0.5736820697784424
8443,continue,0.5736461877822876
27575,leap,0.573621928691864
8776,lead,0.5736048817634583
7144,effect,0.5735482573509216
23399,teach,0.5735306143760681
2435,drive,0.5734569430351257
72846,witness,0.5733166337013245
11417,intelligence,0.5733048319816589
10089,immediately,0.5732526183128357
48380,repeat,0.5732045769691467
13041,boredom,0.5731080174446106
11064,victim,0.5730083584785461
6741,save,0.5729118585586548
26123,developed,0.57271409034729
1165,laugh,0.5726918578147888
14268,resist,0.5726867318153381
8051,sarcasm,0.5726829767227173
30231,responsibility,0.5725921392440796
32977,decline,0.5725710988044739
52890,consequence,0.5725643038749695
24846,swing,0.5725380182266235
60203,fear,0.5725318789482117
8959,piss,0.5725308656692505
62550,backward,0.5724688768386841
18326,anxious,0.5724586248397827
12425,remind,0.5724379420280457
17988,storm,0.5723196864128113
61940,outcome,0.5723102688789368
36886,amazes,0.572304368019104
40399,hurtful,0.5723019242286682
3699,simply,0.5722909569740295
54996,desperation,0.5722743272781372
1659,instead,0.5721464157104492
49659,establish,0.5721346735954285
53112,necessity,0.5720687508583069
15932,differently,0.5719903707504272
51854,struggle,0.571963369846344
29972,complains,0.5719550848007202
29024,organize,0.5718713402748108
10554,spoke,0.5718576312065125
13252,deeply,0.5718260407447815
13652,scare,0.5717689394950867
45609,obstacle,0.5717633366584778
31298,integrity,0.5717615485191345
1733,inside,0.5717293620109558
29860,interrupt,0.571611225605011
3563,doesnt,0.5715665817260742
39470,commit,0.5715558528900146
34349,strengthen,0.5714312791824341
6655,warn,0.5714147686958313
20432,broad,0.5713929533958435
94550,initiate,0.5713480710983276
26777,dignity,0.5712791681289673
2840,put,0.5712277293205261
